,filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0,00039425-7f3a-42aa-ac13-834aaa2b6b92.wav,0.13110700249671936,0.018705233931541443,622.6409764523637,599.0526774583492,1396.866861979167,0.04338243272569445,-543.1465454101561,23.29043960571289,-5.756476402282715,9.078268051147461,-8.258633613586426,10.576983451843262,-6.151833534240723,-0.4822633266448975,-0.3836580514907837,-4.068305492401123,-2.4359166622161865,-4.500086307525635,1.6256837844848633,1.2607345581054688,-2.012207508087158,-3.513580322265625,1.1595656871795654,-1.986437201499939,0.2531768381595612,-0.2189532071352005,healthy
1,0009eb28-d8be-4dc1-92bb-907e53bc5c7a.wav,0.3965381383895874,0.09614922106266023,1881.5249298217248,1940.2614880996173,3873.01025390625,0.0903693997130102,-283.3446350097656,101.04541778564452,-25.300600051879886,16.15324592590332,-21.41531753540039,3.917891502380371,-3.751377582550049,-6.6317009925842285,4.923715591430664,-3.034318685531616,-4.590987682342528,-3.616059064865112,-1.0029646158218384,1.222270965576172,-8.929356575012207,-5.913802146911621,-1.2385770082473757,-7.636527061462402,-6.861801624298097,-5.728821277618407,healthy
2,001328dc-ea5d-4847-9ccf-c5aa2a3f2d0f.wav,0.5063234567642212,0.05172290652990341,2959.0084130322966,2167.8290645993247,5584.775797526043,0.19566514756944445,-403.4800415039063,51.9327621459961,-57.34211349487305,16.24603271484375,-24.05315971374512,15.868033409118652,-29.386253356933594,-9.468509674072266,-25.67136001586914,1.0481418371200562,9.05283260345459,-15.422276496887207,-0.4760960042476654,-1.7530806064605713,-1.7045443058013916,-6.570037841796875,7.666696071624756,-5.115908622741699,0.08587872236967088,-2.389721632003784,healthy
3,0028b68c-aca4-4f4f-bb1d-cb4ed5bbd952.wav,0.6058127284049988,0.026554275304079056,3934.730502063256,2779.928610587027,7338.63525390625,0.20595296223958331,-484.3244018554688,19.954002380371094,-21.105070114135746,3.5975437164306636,-11.07906723022461,4.991871356964111,-3.65831446647644,-2.1252832412719727,-1.5753604173660278,2.1493115425109863,-0.3764621317386627,-6.036459445953369,-3.311876058578491,-2.6588077545166016,0.4839088916778565,-3.4517438411712646,-3.5458250045776367,-0.3935743570327759,-2.3568615913391118,-0.5452306270599365,healthy
4,00291cce-36a0-4a29-9e2d-c1d96ca17242.wav,0.3286007642745972,0.0694417729973793,1611.375023318947,1585.26517290741,3340.238444010416,0.10017677589699074,-341.3005676269531,56.86907196044922,-8.742855072021483,12.433796882629395,-8.374788284301758,4.560307025909424,-16.246097564697266,-4.999526500701903,-15.078052520751953,-7.745419025421143,-8.79146671295166,-11.814896583557127,-0.89553302526474,-10.982243537902832,-3.681023120880127,-4.871793270111084,-3.138350486755371,-2.66524338722229,-3.877537965774536,-2.41288423538208,healthy
5,002d28bc-7806-4dfb-9c9b-afa8cb623cac.wav,0.4641614854335785,0.038441795855760574,2733.9351131305616,2191.150114855012,5228.38134765625,0.19046585648148148,-438.0693359375,33.90932846069336,-32.51456832885742,9.522259712219238,-10.44550895690918,4.1121463775634775,-15.513154983520508,-2.644007682800293,-11.159956932067873,3.553572416305542,1.8009618520736694,-5.948678493499756,2.4876630306243896,-0.8324084877967834,4.45497989654541,-6.744235038757324,-3.0358259677886963,-4.404274940490723,-0.8530762195587158,-2.930629253387451,healthy
6,0037f67c-0d6f-42e6-ab94-66499d4d2bf4.wav,0.3531259000301361,0.008808550424873829,2222.0425957709767,1901.7771293287576,4162.288411458333,0.14512351707175927,-524.3633422851561,48.21085739135742,-10.41253662109375,-2.0701460838317867,-10.604130744934082,0.4128269553184509,-9.990248680114746,-6.737317562103272,-4.078734874725342,-0.5127850174903871,2.5802838802337646,-1.72627592086792,2.8681757450103764,-1.679354548454285,-4.3900976181030265,-4.269629955291748,-1.634346842765808,-3.1437864303588867,-6.228118419647218,-4.89505672454834,healthy
7,003e1bf6-2ecf-4a00-9198-29db34e8d7ac.wav,0.3416496217250824,0.0026743661146610967,2243.910005806278,2242.2497842750054,4547.593180338542,0.13014277705439814,-685.6909790039062,50.4288330078125,13.036967277526855,6.569236278533936,-11.185832977294922,-8.699247360229492,-11.79349422454834,-9.95834732055664,-6.246480464935303,-7.548740863800049,-5.353631019592285,-6.535367488861084,-2.6054861545562744,-0.01410138141363859,2.560909986495972,3.0936849117279053,0.7243351340293884,-0.7283716797828674,-3.35982084274292,-2.8577897548675537,healthy
8,0044964d-f7e9-43e3-831f-ae3e6374a9a4.wav,0.5456883311271667,0.0866088718175888,3323.9150309794927,2350.4501235999624,5989.320882161457,0.2395720305266204,-306.02874755859375,40.55563735961914,-32.18648147583008,11.703227043151855,-16.346965789794922,4.300482749938965,-11.26998233795166,-8.232649803161621,-11.110060691833496,-7.0011634826660165,-0.2974700331687927,-1.1729635000228882,-6.783241748809815,-6.31093168258667,-0.8726659417152405,-0.966023325920105,-4.489439010620117,-1.7767983675003052,-1.2082432508468628,-4.539166450500488,healthy
9,0044cb7b-448c-44e5-8302-ad8bd106fe3e.wav,0.4073081314563751,0.026024982333183292,3092.3488856783,2183.0878892985806,5604.115804036457,0.22932038483796294,-440.0520935058594,34.364768981933594,-25.39514350891113,26.22218513488769,-16.452934265136722,10.466699600219727,-18.59569549560547,1.5144059658050537,-8.733471870422362,2.770881175994873,0.9306157231330872,-8.180624961853027,7.573625564575195,-2.226515531539917,0.5889232158660889,-10.035881042480467,-4.228548049926759,-4.733299732208252,-1.7726929187774658,-1.2419837713241575,healthy
